,transaction_id,customer_id,total_price
116,581480,14441,148.8
117,581480,14441,183.84
118,581480,14441,175.32
119,581480,14441,91.92
120,581480,14441,231.48
121,581481,17490,98.0
122,581481,17490,255.6
123,581481,17490,276.72
124,581481,17490,265.44
125,581481,17490,98.0
126,581481,17490,132.72
127,581481,17490,132.72
128,581481,17490,88.48
129,581481,17490,138.36
130,581481,17490,221.2
131,581481,17490,147.0
132,581481,17490,138.36
133,581481,17490,138.36
134,581481,17490,265.44
135,581481,17490,73.5
136,581481,17490,176.96
137,581482,17490,171.6
138,581482,17490,408.24
139,581482,17490,1086.72
140,581482,17490,563.52
141,581482,17490,350.64
142,581483,16446,1002718.1
143,581485,17389,275.76
144,581485,17389,1407.84
145,581486,17001,159.24
146,581486,17001,159.24
147,581486,17001,74.28
148,581486,17001,74.28
149,581486,17001,49.52
150,581486,17001,24.76
151,581486,17001,72.48
152,581486,17001,72.48
153,581486,17001,144.96
154,581486,17001,144.96
155,581486,17001,36.24
156,581486,17001,123.8
157,581486,17001,123.8
158,581486,17001,61.9
159,581486,17001,123.8
160,581486,17001,61.9
161,581487,15694,724.8
162,581488,17428,96.64
163,581488,17428,96.64
164,581488,17428,144.96
165,581489,16954,347.52
166,581489,16954,173.76
167,581491,12433,86.88
168,581492,15492,12.38
169,581492,15492,12.38
170,581492,15492,18.57
171,581492,15492,6.19
172,581492,15492,18.57
173,581492,15492,37.14
174,581492,15492,55.71
175,581492,15492,24.76
176,581492,15492,18.57
177,581492,15492,6.19
178,581492,15492,24.76
179,581492,15492,12.38
180,581492,15492,12.38
181,581492,15492,24.76
182,581492,15492,18.57
183,581492,15492,6.19
184,581492,15492,6.19
185,581492,15492,55.71
186,581492,15492,18.12
187,581492,15492,6.19
188,581492,15492,6.19
189,581492,15492,6.19
190,581492,15492,18.57
191,581492,15492,12.38
192,581492,15492,18.57
193,581492,15492,6.19
194,581492,15492,6.19
195,581492,15492,24.76
196,581492,15492,12.38
197,581492,15492,18.57
198,581492,15492,6.04
199,581492,15492,12.08
200,581492,15492,6.04
201,581492,15492,6.04
202,581492,15492,24.16
203,581492,15492,12.08
204,581492,15492,37.14
205,581492,15492,24.76
206,581492,15492,6.19
207,581492,15492,6.19
208,581492,15492,6.19
209,581492,15492,74.28
210,581492,15492,6.19
211,581492,15492,30.95
212,581492,15492,6.19
213,581492,15492,12.38
214,581492,15492,12.38
215,581492,15492,6.19
216,581492,15492,12.38
217,581492,15492,43.33
218,581492,15492,12.38
219,581492,15492,18.57
220,581492,15492,6.19
221,581492,15492,18.57
222,581492,15492,6.19
223,581492,15492,18.57
224,581492,15492,6.19
225,581492,15492,6.19
226,581492,15492,6.19
227,581492,15492,6.19
228,581492,15492,6.19
229,581492,15492,6.19
230,581492,15492,6.19
231,581492,15492,12.38
232,581492,15492,74.28
233,581492,15492,24.76
234,581492,15492,6.04
235,581492,15492,6.19
236,581492,15492,14.48
237,581492,15492,21.72
238,581492,15492,7.24
239,581492,15492,14.48
240,581492,15492,36.2
241,581492,15492,43.44
242,581492,15492,6.19
243,581492,15492,18.57
244,581492,15492,7.24
245,581492,15492,21.72
246,581492,15492,14.48
247,581492,15492,14.48
248,581492,15492,7.24
249,581492,15492,14.48
250,581492,15492,7.24
251,581492,15492,7.24
252,581492,15492,6.39
253,581492,15492,21.72
254,581492,15492,21.72
255,581492,15492,6.19
256,581492,15492,12.38
257,581492,15492,12.38
258,581492,15492,6.19
259,581492,15492,6.19
260,581492,15492,24.76
261,581492,15492,6.19
262,581492,15492,6.19
263,581492,15492,12.38
264,581492,15492,6.19
265,581492,15492,24.76
266,581492,15492,6.19
267,581492,15492,12.38
268,581492,15492,191.89
269,581492,15492,6.19
270,581492,15492,24.76
271,581492,15492,24.76
272,581492,15492,30.95
273,581492,15492,6.19
274,581492,15492,24.76
275,581492,15492,6.19
276,581492,15492,99.04
277,581492,15492,18.12
278,581492,15492,108.72
279,581492,15492,18.12
280,581492,15492,24.16
281,581492,15492,6.04
282,581492,15492,6.04
283,581492,15492,6.04
284,581492,15492,18.12
285,581492,15492,12.38
286,581492,15492,6.19
287,581492,15492,12.38
288,581492,15492,6.19
289,581492,15492,6.19
290,581492,15492,12.38
291,581492,15492,18.57
292,581492,15492,24.76
293,581492,15492,6.19
294,581492,15492,18.57
295,581492,15492,12.38
296,581492,15492,24.76
297,581492,15492,6.19
298,581492,15492,6.19
299,581492,15492,6.19
300,581492,15492,18.57
301,581492,15492,49.52
302,581492,15492,6.19
303,581492,15492,6.19
304,581492,15492,24.76
305,581492,15492,12.38
306,581492,15492,6.19
307,581492,15492,6.19
308,581492,15492,6.19
309,581492,15492,6.19
310,581492,15492,105.23
311,581492,15492,12.38
312,581492,15492,6.19
313,581492,15492,6.19
314,581492,15492,12.38
315,581492,15492,6.19
316,581492,15492,12.38
317,581492,15492,12.38
318,581492,15492,36.24
319,581492,15492,24.16
320,581492,15492,12.08
321,581492,15492,12.08
322,581492,15492,12.38
323,581492,15492,6.19
324,581492,15492,6.19
325,581492,15492,12.38
326,581492,15492,6.19
327,581492,15492,6.19
328,581492,15492,6.19
329,581492,15492,12.38
330,581492,15492,12.38
331,581492,15492,12.38
332,581492,15492,99.04
333,581492,15492,12.38
334,581492,15492,6.19
335,581492,15492,6.19
336,581492,15492,6.19
337,581492,15492,12.38
338,581492,15492,6.19
339,581492,15492,6.19
340,581492,15492,12.38
341,581492,15492,12.38
342,581492,15492,18.57
343,581492,15492,6.19
344,581492,15492,6.19
345,581492,15492,68.09
346,581492,15492,18.57
347,581492,15492,7.24
348,581492,15492,7.24
349,581492,15492,14.48
350,581492,15492,7.24
351,581492,15492,14.48
352,581492,15492,6.39
353,581492,15492,7.24
354,581492,15492,14.48
355,581492,15492,43.44
356,581492,15492,36.2
357,581492,15492,28.96
358,581492,15492,14.48
359,581492,15492,101.36
360,581492,15492,12.38
361,581492,15492,6.19
362,581492,15492,12.38
363,581492,15492,6.19
364,581492,15492,6.19
365,581492,15492,6.19
366,581492,15492,6.19
367,581492,15492,6.19
368,581492,15492,6.19
369,581492,15492,37.14
370,581492,15492,12.38
371,581492,15492,6.19
372,581492,15492,18.57
373,581492,15492,12.38
374,581492,15492,30.95
375,581492,15492,6.19
376,581492,15492,18.57
377,581492,15492,154.75
378,581492,15492,43.33
379,581492,15492,18.57
380,581492,15492,74.28
381,581492,15492,6.19
382,581492,15492,6.19
383,581492,15492,12.08
384,581492,15492,6.19
385,581492,15492,12.38
386,581492,15492,24.76
387,581492,15492,6.19
388,581492,15492,18.57
389,581492,15492,6.19
390,581492,15492,6.19
391,581492,15492,24.76
392,581492,15492,12.38
393,581492,15492,6.19
394,581492,15492,6.19
395,581492,15492,6.19
396,581492,15492,12.38
397,581492,15492,12.38
398,581492,15492,6.19
399,581492,15492,6.19
400,581492,15492,6.19
401,581492,15492,18.57
402,581492,15492,55.71
403,581492,15492,6.19
404,581492,15492,12.38
405,581492,15492,12.38
406,581492,15492,6.19
407,581492,15492,12.38
408,581492,15492,6.19
409,581492,15492,18.57
410,581492,15492,12.38
411,581492,15492,12.38
412,581492,15492,24.76
413,581492,15492,12.38
414,581492,15492,6.19
415,581492,15492,6.19
416,581492,15492,18.57
417,581492,15492,12.38
418,581492,15492,49.52
419,581492,15492,49.52
420,581492,15492,18.57
421,581492,15492,18.57
422,581492,15492,24.76
423,581492,15492,12.38
424,581492,15492,6.19
425,581492,15492,24.76
426,581492,15492,6.19
427,581492,15492,24.76
428,581492,15492,6.19
429,581492,15492,12.38
430,581492,15492,6.19
431,581492,15492,18.57
432,581492,15492,6.19
433,581492,15492,6.19
434,581492,15492,49.52
435,581492,15492,24.76
436,581492,15492,6.19
437,581492,15492,6.19
438,581492,15492,235.22
439,581492,15492,6.19
440,581492,15492,18.57
441,581492,15492,24.76
442,581492,15492,6.19
443,581492,15492,61.9
444,581492,15492,12.08
445,581492,15492,12.08
446,581492,15492,18.12
447,581492,15492,6.19
448,581492,15492,6.19
449,581492,15492,24.76
450,581492,15492,12.38
451,581492,15492,6.19
452,581492,15492,6.19
453,581492,15492,6.19
454,581492,15492,18.57
455,581492,15492,6.19
456,581492,15492,6.19
457,581492,15492,6.19
458,581492,15492,6.19
459,581492,15492,30.95
460,581492,15492,6.19
461,581492,15492,18.57
462,581492,15492,6.19
463,581492,15492,6.19
464,581492,15492,6.19
465,581492,15492,43.33
466,581492,15492,12.38
467,581492,15492,6.19
468,581492,15492,6.19
469,581492,15492,43.33
470,581492,15492,12.38
471,581492,15492,24.76
472,581492,15492,37.14
473,581492,15492,6.19
474,581492,15492,12.38
475,581492,15492,14.48
476,581492,15492,14.48
477,581492,15492,21.72
478,581492,15492,50.68
479,581492,15492,28.96
480,581492,15492,65.16
481,581492,15492,7.24
482,581492,15492,7.24
483,581492,15492,7.24
484,581492,15492,14.48
485,581492,15492,43.33
486,581492,15492,30.95
487,581492,15492,14.48
488,581492,15492,21.72
489,581492,15492,7.24
490,581492,15492,7.24
491,581492,15492,79.64
492,581492,15492,246.16
493,581492,15492,7.24
494,581492,15492,7.24
495,581492,15492,7.24
496,581492,15492,28.96
497,581492,15492,28.96
498,581492,15492,7.24
499,581492,15492,12.78
500,581492,15492,7.24
501,581492,15492,7.24
502,581492,15492,14.48
503,581492,15492,7.24
504,581492,15492,36.2
505,581492,15492,28.96
506,581492,15492,7.24
507,581492,15492,7.24
508,581492,15492,7.24
509,581492,15492,14.48
510,581492,15492,14.48
511,581492,15492,14.48
512,581492,15492,21.72
513,581492,15492,14.48
514,581492,15492,12.38
515,581492,15492,24.76
516,581492,15492,105.23
517,581492,15492,43.33
518,581492,15492,18.57
519,581492,15492,18.57
520,581492,15492,6.19
521,581492,15492,12.38
522,581492,15492,6.19
523,581492,15492,12.38
524,581492,15492,12.38
525,581492,15492,6.19
526,581492,15492,6.19
527,581492,15492,6.19
528,581492,15492,6.19
529,581492,15492,6.19
530,581492,15492,6.19
531,581492,15492,30.95
532,581492,15492,24.76
533,581492,15492,6.19
534,581492,15492,12.38
535,581492,15492,6.19
536,581492,15492,6.19
537,581492,15492,12.38
538,581492,15492,6.19
539,581492,15492,6.19
540,581492,15492,6.19
541,581492,15492,12.38
542,581492,15492,6.19
543,581492,15492,18.57
544,581492,15492,6.19
545,581492,15492,12.38
546,581492,15492,6.19
547,581492,15492,18.57
548,581492,15492,6.19
549,581492,15492,6.19
550,581492,15492,6.19
551,581492,15492,6.19
552,581492,15492,6.19
553,581492,15492,24.76
554,581492,15492,55.71
555,581492,15492,18.57
556,581492,15492,6.19
557,581492,15492,12.38
558,581492,15492,6.04
559,581492,15492,18.57
560,581492,15492,12.38
561,581492,15492,6.19
562,581492,15492,6.19
563,581492,15492,6.19
564,581492,15492,6.19
565,581492,15492,6.19
566,581492,15492,6.19
567,581492,15492,6.19
568,581492,15492,6.19
569,581492,15492,12.38
570,581492,15492,6.04
571,581492,15492,6.19
572,581492,15492,6.19
573,581492,15492,6.19
574,581492,15492,12.38
575,581492,15492,6.19
576,581492,15492,6.19
577,581492,15492,6.19
578,581492,15492,6.19
579,581492,15492,6.19
580,581492,15492,6.19
581,581492,15492,6.19
582,581492,15492,6.19
583,581492,15492,6.19
584,581492,15492,12.38
585,581492,15492,6.19
586,581492,15492,6.19
587,581492,15492,6.19
588,581492,15492,6.19
589,581492,15492,12.38
590,581492,15492,12.38
591,581492,15492,6.19
592,581492,15492,6.19
593,581492,15492,6.19
594,581492,15492,6.04
595,581492,15492,6.19
596,581492,15492,12.38
597,581492,15492,6.19
598,581492,15492,6.19
599,581492,15492,6.19
600,581492,15492,12.38
601,581492,15492,12.38
602,581492,15492,6.19
603,581492,15492,12.38
604,581492,15492,6.19
605,581492,15492,12.38
606,581492,15492,6.19
607,581492,15492,6.19
608,581492,15492,6.19
609,581492,15492,6.19
610,581492,15492,6.19
611,581492,15492,6.19
612,581492,15492,6.19
613,581492,15492,6.19
614,581492,15492,12.38
615,581492,15492,6.19
616,581492,15492,12.38
617,581492,15492,6.19
618,581492,15492,6.19
619,581492,15492,18.57
620,581492,15492,18.57
621,581492,15492,6.19
622,581492,15492,12.38
623,581492,15492,24.76
624,581492,15492,7.24
625,581492,15492,7.24
626,581492,15492,50.68
627,581492,15492,7.24
628,581492,15492,7.24
629,581492,15492,7.24
630,581492,15492,7.24
631,581492,15492,7.24
632,581492,15492,7.24
633,581492,15492,7.24
634,581492,15492,36.2
635,581492,15492,7.24
636,581492,15492,7.24
637,581492,15492,7.24
638,581492,15492,21.72
639,581492,15492,14.48
640,581492,15492,14.48
641,581492,15492,21.72
642,581492,15492,21.72
643,581492,15492,14.48
644,581492,15492,21.72
645,581492,15492,36.2
646,581492,15492,28.96
647,581492,15492,21.72
648,581492,15492,28.96
649,581492,15492,12.78
650,581492,15492,36.2
651,581492,15492,21.72
652,581492,15492,28.96
653,581492,15492,137.56
654,581492,15492,65.16
655,581492,15492,79.64
656,581492,15492,14.48
657,581492,15492,14.48
658,581492,15492,43.44
659,581492,15492,7.24
660,581492,15492,21.72
661,581492,15492,12.78
662,581492,15492,21.72
663,581492,15492,65.16
664,581492,15492,28.96
665,581492,15492,30.95
666,581492,15492,12.38
667,581492,15492,18.57
668,581492,15492,18.57
669,581492,15492,18.57
670,581492,15492,6.19
671,581492,15492,24.76
672,581492,15492,6.19
673,581492,15492,24.76
674,581492,15492,18.57
675,581492,15492,12.38
676,581492,15492,6.19
677,581492,15492,6.19
678,581492,15492,6.19
679,581492,15492,6.19
680,581492,15492,6.19
681,581492,15492,12.38
682,581492,15492,6.19
683,581492,15492,99.04
684,581492,15492,12.38
685,581492,15492,6.19
686,581492,15492,30.95
687,581492,15492,18.57
688,581492,15492,6.19
689,581492,15492,6.19
690,581492,15492,12.38
691,581492,15492,30.95
692,581492,15492,37.14
693,581492,15492,6.19
694,581492,15492,6.19
695,581492,15492,12.38
696,581492,15492,18.57
697,581492,15492,6.19
698,581492,15492,12.38
699,581492,15492,6.19
700,581492,15492,24.76
701,581492,15492,24.76
702,581492,15492,6.19
703,581492,15492,24.76
704,581492,15492,12.38
705,581492,15492,6.19
706,581492,15492,6.19
707,581492,15492,12.38
708,581492,15492,6.19
709,581492,15492,6.19
710,581492,15492,18.57
711,581492,15492,12.38
712,581492,15492,6.19
713,581492,15492,12.38
714,581492,15492,6.19
715,581492,15492,6.19
716,581492,15492,18.57
717,581492,15492,18.57
718,581492,15492,6.19
719,581492,15492,6.19
720,581492,15492,55.71
721,581492,15492,111.42
722,581492,15492,12.38
723,581492,15492,30.95
724,581492,15492,43.44
725,581492,15492,21.72
726,581492,15492,21.72
727,581492,15492,14.48
728,581492,15492,21.72
729,581492,15492,28.96
730,581492,15492,7.24
731,581492,15492,7.24
732,581492,15492,7.24
733,581492,15492,7.24
734,581492,15492,7.24
735,581492,15492,14.48
736,581492,15492,21.72
737,581492,15492,7.24
738,581492,15492,6.39
739,581492,15492,36.2
740,581492,15492,50.68
741,581492,15492,7.24
742,581492,15492,43.44
743,581492,15492,43.44
744,581492,15492,7.24
745,581492,15492,6.19
746,581492,15492,12.38
747,581492,15492,6.19
748,581492,15492,24.76
749,581492,15492,12.38
750,581492,15492,12.38
751,581492,15492,6.19
752,581492,15492,12.38
753,581492,15492,55.71
754,581492,15492,18.57
755,581492,15492,18.57
756,581492,15492,6.19
757,581492,15492,6.19
758,581492,15492,24.76
759,581492,15492,37.14
760,581492,15492,12.38
761,581492,15492,6.19
762,581492,15492,6.19
763,581492,15492,12.38
764,581492,15492,6.19
765,581492,15492,18.57
766,581492,15492,6.19
767,581492,15492,6.19
768,581492,15492,6.19
769,581492,15492,12.38
770,581492,15492,18.57
771,581492,15492,18.57
772,581492,15492,24.76
773,581492,15492,30.95
774,581492,15492,6.19
775,581492,15492,24.76
776,581492,15492,6.19
777,581492,15492,24.76
778,581492,15492,6.19
779,581492,15492,12.38
780,581492,15492,6.19
781,581492,15492,12.38
782,581492,15492,6.19
783,581492,15492,6.19
784,581492,15492,6.19
785,581492,15492,30.95
786,581492,15492,6.19
787,581492,15492,6.19
788,581492,15492,6.19
789,581492,15492,18.57
790,581492,15492,18.57
791,581492,15492,6.19
792,581492,15492,6.19
793,581492,15492,352.83
794,581492,15492,6.19
795,581492,15492,24.76
796,581492,15492,18.57
797,581492,15492,12.38
798,581492,15492,6.19
799,581492,15492,6.19
800,581492,15492,6.19
801,581492,15492,6.19
802,581492,15492,6.19
803,581492,15492,12.38
804,581492,15492,12.38
805,581492,15492,12.38
806,581492,15492,6.19
807,581492,15492,6.19
808,581492,15492,6.19
809,581492,15492,6.19
810,581492,15492,6.19
811,581492,15492,18.57
812,581492,15492,12.38
813,581492,15492,6.19
814,581492,15492,6.19
815,581492,15492,6.19
816,581492,15492,6.19
817,581492,15492,12.38
818,581492,15492,12.38
819,581492,15492,37.14
820,581492,15492,18.57
821,581492,15492,43.33
822,581492,15492,43.33
823,581492,15492,12.38
824,581492,15492,6.19
825,581492,15492,12.38
826,581492,15492,24.76
827,581492,15492,18.57
828,581492,15492,6.19
829,581492,15492,43.33
830,581492,15492,18.57
831,581492,15492,18.57
832,581492,15492,18.57
833,581492,15492,12.38
834,581492,15492,18.57
835,581492,15492,12.38
836,581492,15492,12.38
837,581492,15492,6.19
838,581492,15492,6.19
839,581492,15492,6.19
840,581492,15492,6.19
841,581492,15492,6.19
842,581492,15492,18.57
843,581492,15492,6.19
844,581492,15492,24.76
845,581492,15492,12.38
846,581492,15492,6.19
847,581492,15492,18.57
848,581492,15492,37.14
849,581492,15492,43.33
850,581492,15492,6.19
851,581492,15492,12.38
852,581492,15492,24.76
853,581492,15492,6.19
854,581492,15492,37.14
855,581492,15492,24.76
856,581492,15492,6.19
857,581492,15492,18.57
858,581492,15492,6.19
859,581492,15492,37.14
860,581492,15492,30.95
861,581492,15492,6.19
862,581492,15492,6.19
863,581492,15492,6.19
864,581492,15492,18.57
865,581492,15492,6.19
866,581492,15492,6.19
867,581492,15492,12.38
868,581492,15492,30.95
869,581492,15492,6.19
870,581492,15492,18.57
871,581492,15492,24.76
872,581492,15492,6.19
873,581492,15492,6.19
874,581492,15492,6.19
875,581492,15492,30.2
876,581492,15492,60.4
877,581492,15492,12.38
878,581492,15492,18.57
879,581492,15492,12.38
880,581492,15492,6.19
881,581492,15492,43.33
882,581492,15492,12.38
883,581492,15492,6.19
884,581492,15492,12.38
885,581492,15492,24.76
886,581492,15492,30.95
887,581492,15492,12.38
888,581492,15492,12.08
889,581492,15492,6.04
890,581492,15492,6.19
891,581492,15492,6.19
892,581492,15492,6.19
893,581492,15492,18.57
894,581492,15492,18.57
895,581492,15492,6.19
896,581492,15492,6.19
897,581492,15492,21.72
898,581493,12423,108.6
899,581493,12423,108.6
900,581493,12423,86.88
901,581493,12423,173.76
902,581493,12423,86.88
903,581493,12423,86.88
904,581493,12423,72.4
905,581493,12423,86.88
906,581493,12423,86.88
907,581493,12423,86.88
908,581493,12423,72.4
909,581493,12423,72.4
910,581493,12423,72.4
911,581493,12423,130.32
912,581493,12423,86.88
913,581493,12423,37.14
914,581494,12518,148.56
915,581494,12518,37.14
916,581494,12518,74.28
917,581494,12518,74.28
918,581494,12518,74.28
919,581494,12518,37.14
920,581494,12518,24.76
921,581494,12518,74.28
922,581494,12518,37.14
923,581494,12518,123.8
924,581494,12518,148.56
925,581494,12518,72.48
926,581494,12518,72.48
927,581494,12518,74.28
928,581494,12518,24.76
929,581494,12518,24.76
930,581494,12518,24.76
931,581495,14051,74.28
932,581495,14051,74.28
933,581495,14051,74.28
934,581495,14051,74.28
935,581495,14051,108.72
936,581495,14051,222.84
937,581495,14051,222.84
938,581495,14051,61.9
939,581495,14051,61.9
940,581495,14051,74.28
941,581495,14051,111.42
942,581495,14051,222.84
943,581495,14051,37.14
944,581495,14051,61.9
945,581496,16558,123.8
946,581496,16558,74.28
947,581496,16558,74.28
948,581496,16558,61.9
949,581496,16558,148.56
950,581496,16558,72.48
951,581496,16558,18.57
952,581496,16558,37.14
953,581496,16558,154.75
954,581496,16558,74.28
955,581496,16558,148.56
956,581496,16558,148.56
957,581496,16558,74.28
958,581496,16558,24.76
959,581496,16558,37.14
960,581496,16558,24.76
961,581496,16558,148.56
962,581496,16558,74.28
963,581496,16558,111.42
964,581496,16558,74.28
965,581496,16558,49.52
966,581496,16558,57.92
967,581496,16558,173.76
968,581496,16558,173.76
969,581496,16558,43.44
970,581496,16558,43.44
971,581496,16558,86.88
972,581496,16558,86.88
973,581496,16558,347.52
974,581496,16558,347.52
975,581496,16558,74.28
976,581496,16558,74.28
977,581497,17497,204.27
978,581497,17497,259.98
979,581497,17497,340.45
980,581497,17497,50.68
981,581497,17497,57.92
982,581497,17497,14.48
983,581497,17497,181.0
984,581497,17497,7.24
985,581497,17497,7.24
986,581497,17497,7.24
987,581497,17497,7.24
988,581497,17497,7.24
989,581497,17497,7.24
990,581497,17497,43.44
991,581497,17497,7.24
992,581497,17497,14.48
993,581497,17497,50.68
994,581497,17497,36.2
995,581497,17497,94.12
996,581497,17497,347.52
997,581497,17497,492.32
998,581497,17497,796.4
999,581497,17497,181.0
1000,581497,17497,7.24
1001,581497,17497,57.92
1002,581497,17497,21.72
1003,581497,17497,7.24
1004,581497,17497,72.4
1005,581497,17497,36.2
1006,581497,17497,14.48
1007,581497,17497,21.72
1008,581497,17497,7.24
1009,581497,17497,7.24
1010,581497,17497,28.96
1011,581497,17497,7.24
1012,581497,17497,14.48
1013,581497,17497,14.48
1014,581497,17497,7.24
1015,581497,17497,229.03
1016,581497,17497,6.19
1017,581497,17497,78.52
1018,581497,17497,48.32
1019,581497,17497,6.19
1020,581497,17497,222.84
1021,581497,17497,6.19
1022,581497,17497,12.38
1023,581497,17497,12.38
1024,581497,17497,12.38
1025,581497,17497,30.95
1026,581497,17497,24.76
1027,581497,17497,68.09
1028,581497,17497,18.57
1029,581497,17497,12.38
1030,581497,17497,49.52
1031,581497,17497,14.48
1032,581497,17497,18.12
1033,581497,17497,6.04
1034,581497,17497,6.19
1035,581497,17497,18.57
1036,581498,14498,18.57
1037,581498,14498,30.95
1038,581498,14498,6.19
1039,581498,14498,6.19
1040,581498,14498,6.19
1041,581498,14498,6.19
1042,581498,14498,6.19
1043,581498,14498,6.19
1044,581498,14498,18.57
1045,581498,14498,24.76
1046,581498,14498,24.76
1047,581498,14498,18.57
1048,581498,14498,12.38
1049,581498,14498,12.38
1050,581498,14498,37.14
1051,581498,14498,12.38
1052,581498,14498,18.57
1053,581498,14498,24.76
1054,581498,14498,80.47
1055,581498,14498,6.19
1056,581498,14498,18.57
1057,581498,14498,6.19
1058,581498,14498,6.19
1059,581498,14498,6.19
1060,581498,14498,6.19
1061,581498,14498,18.57
1062,581498,14498,43.33
1063,581498,14498,6.19
1064,581498,14498,6.19
1065,581498,14498,6.19
1066,581498,14498,55.71
1067,581498,14498,12.38
1068,581498,14498,6.19
1069,581498,14498,30.95
1070,581498,14498,12.38
1071,581498,14498,12.38
1072,581498,14498,24.76
1073,581498,14498,6.19
1074,581498,14498,6.19
1075,581498,14498,43.33
1076,581498,14498,12.38
1077,581498,14498,37.14
1078,581498,14498,6.19
1079,581498,14498,43.33
1080,581498,14498,6.19
1081,581498,14498,6.19
1082,581498,14498,6.19
1083,581498,14498,6.19
1084,581498,14498,12.38
1085,581498,14498,6.19
1086,581498,14498,12.38
1087,581498,14498,6.19
1088,581498,14498,18.57
1089,581498,14498,12.38
1090,581498,14498,12.38
1091,581498,14498,321.88
1092,581498,14498,12.38
1093,581498,14498,24.76
1094,581498,14498,12.38
1095,581498,14498,43.33
1096,581498,14498,12.38
1097,581498,14498,49.52
1098,581498,14498,12.38
1099,581498,14498,18.57
1100,581498,14498,18.57
1101,581498,14498,6.19
1102,581498,14498,6.19
1103,581498,14498,6.19
1104,581498,14498,6.19
1105,581498,14498,37.14
1106,581498,14498,6.19
1107,581498,14498,18.57
1108,581498,14498,12.38
1109,581498,14498,6.19
1110,581498,14498,12.38
1111,581498,14498,12.38
1112,581498,14498,24.76
1113,581498,14498,24.76
1114,581498,14498,6.19
1115,581498,14498,12.38
1116,581498,14498,24.76
1117,581498,14498,24.76
1118,581498,14498,37.14
1119,581498,14498,6.19
1120,581498,14498,6.19
1121,581498,14498,43.33
1122,581498,14498,6.19
1123,581498,14498,6.19
1124,581498,14498,14.48
1125,581498,14498,28.96
1126,581498,14498,7.24
1127,581498,14498,14.48
1128,581498,14498,7.24
1129,581498,14498,7.24
1130,581498,14498,7.24
1131,581498,14498,28.96
1132,581498,14498,14.48
1133,581498,14498,7.24
1134,581498,14498,7.24
1135,581498,14498,14.48
1136,581498,14498,7.24
1137,581498,14498,7.24
1138,581498,14498,7.24
1139,581498,14498,7.24
1140,581498,14498,7.24
1141,581498,14498,7.24
1142,581498,14498,7.24
1143,581498,14498,7.24
1144,581498,14498,14.48
1145,581498,14498,7.24
1146,581498,14498,28.96
1147,581498,14498,12.38
1148,581498,14498,6.19
1149,581498,14498,68.09
